,Accuracy,Accuracy,Accuracy,Accuracy,Accuracy,Accuracy,Accuracy,Accuracy,Accuracy,Accuracy,Accuracy,Accuracy,Accuracy,Accuracy,Accuracy,Accuracy,Accuracy,Accuracy,Accuracy,Accuracy,Accuracy,Accuracy,Accuracy,Accuracy,Accuracy,Accuracy,Accuracy,Accuracy,Accuracy,Accuracy,Run Time,Run Time,Run Time,Run Time,Run Time,Run Time,Run Time,Run Time,Run Time,Run Time,Run Time,Run Time,Run Time,Run Time,Run Time,Run Time,Run Time,Run Time,Run Time,Run Time,Run Time,Run Time,Run Time,Run Time,Run Time,Run Time,Run Time,Run Time,Run Time,Run Time
Coffee,0.9642857142857144,1.0,1.0,1.0,0.9642857142857144,1.0,1.0,1.0,1.0,1.0,1.0,0.9642857142857144,1.0,0.9642857142857144,0.9642857142857144,1.0,0.8928571428571429,0.9642857142857144,1.0,0.9642857142857144,0.9285714285714286,1.0,1.0,0.9642857142857144,1.0,0.9642857142857144,1.0,0.9642857142857144,1.0,1.0,35.901355028152466,35.86584043502808,35.384894371032715,35.730955600738525,35.850807189941406,36.07121968269348,35.66827964782715,19.58564782142639,19.376110076904297,19.50722432136536,19.168131113052368,19.29180121421814,19.378569841384888,19.72863292694092,19.30650544166565,19.334011554718018,19.47728729248047,19.686633110046387,19.746994972229004,19.97629952430725,20.231343030929565,19.56949758529663,19.525076627731323,19.11448621749878,19.33150601387024,19.346051454544067,19.35709309577942,18.669302225112915,12.667610883712769,12.564885377883911
Computers,0.596,0.62,0.624,0.588,0.588,0.588,0.616,0.676,0.628,0.584,0.592,0.64,0.608,0.604,0.612,0.62,0.596,0.656,0.644,0.636,0.56,0.596,0.624,0.552,0.616,0.576,0.572,0.624,0.6,0.572,114.62819981575012,114.34856939315796,114.8592038154602,114.72405624389648,115.06380200386047,115.97637367248537,118.75594234466551,101.85590410232544,105.30654311180116,105.56784582138062,106.05653834342957,106.70679926872252,106.9312002658844,112.674329996109,103.92405080795288,101.79167556762695,101.11822152137756,101.66036748886108,102.36964011192322,101.98867702484132,106.36138343811037,97.64316296577454,97.23990964889526,98.16825222969057,99.43663382530212,98.25738739967346,97.73749208450316,90.3462188243866,61.1166729927063,60.782078981399536
CricketX,0.6307692307692307,0.6818181818181818,0.6818181818181818,0.6363636363636364,0.6590909090909091,0.6792929292929293,0.6994949494949495,0.6565656565656566,0.6843434343434344,0.6616161616161617,0.6792929292929293,0.696969696969697,0.6641414141414141,0.6843434343434344,0.6868686868686869,0.6464646464646465,0.6767676767676768,0.6641414141414141,0.6843434343434344,0.6868686868686869,0.6565656565656566,0.6994949494949495,0.6565656565656566,0.6792929292929293,0.6565656565656566,0.6994949494949495,0.6338383838383839,0.6767676767676768,0.6565656565656566,0.6666666666666666,80.13801217079163,62.363969564437866,62.22450399398804,63.257543325424194,63.61207270622253,63.71471667289734,68.44168519973755,48.1096510887146,48.18378019332886,48.01289987564087,47.87667202949524,49.66644906997681,54.84661936759949,55.86114311218262,45.16390562057495,45.295088052749634,45.9427661895752,46.31156802177429,47.26908993721008,50.24091148376465,53.20961332321167,47.354368686676025,47.41007328033447,47.42083764076233,47.53287363052368,46.768399238586426,41.29330110549927,35.65069532394409,29.804887294769287,29.29588222503662
CricketY,0.6307692307692307,0.6439393939393939,0.6515151515151515,0.648989898989899,0.6388888888888888,0.6616161616161617,0.6287878787878788,0.6439393939393939,0.6085858585858586,0.648989898989899,0.6439393939393939,0.6186868686868687,0.6212121212121212,0.5782828282828283,0.6136363636363636,0.6262626262626263,0.6035353535353535,0.6338383838383839,0.6818181818181818,0.6338383838383839,0.6666666666666666,0.6616161616161617,0.6464646464646465,0.6565656565656566,0.6085858585858586,0.5984848484848485,0.5984848484848485,0.6388888888888888,0.6363636363636364,0.6338383838383839,79.95110440254211,64.55094408988953,65.367422580719,65.43232131004333,65.91711592674255,66.21650385856628,70.94785690307617,46.07622170448303,45.099074363708496,45.31577563285828,45.97965717315674,46.286601305007935,51.981351137161255,54.02548909187317,48.982332706451416,48.46904277801514,48.63888192176819,49.966996908187866,49.85859036445618,52.86616086959839,54.57734060287476,45.29203462600708,45.74562907218933,45.818126916885376,44.9562132358551,45.37006807327271,39.54368424415589,36.093939781188965,28.86196780204773,28.50825262069702
CricketZ,0.6487179487179487,0.6691919191919192,0.6641414141414141,0.696969696969697,0.6414141414141414,0.6792929292929293,0.6414141414141414,0.6161616161616161,0.702020202020202,0.6893939393939394,0.6515151515151515,0.6742424242424242,0.6717171717171717,0.6792929292929293,0.6742424242424242,0.6590909090909091,0.6792929292929293,0.6742424242424242,0.6641414141414141,0.6944444444444444,0.6767676767676768,0.7222222222222222,0.6767676767676768,0.702020202020202,0.6767676767676768,0.6767676767676768,0.6565656565656566,0.6515151515151515,0.6742424242424242,0.6515151515151515,82.91952323913574,64.58689975738525,64.39693188667297,64.4964964389801,64.73992538452148,67.26960492134094,69.32211923599243,48.51860976219177,49.16521573066712,50.80754280090332,48.5063579082489,55.93838524818421,57.22952079772949,59.46515870094299,53.23658037185669,52.989240407943726,52.83764982223511,53.122050762176514,55.02141094207764,54.871967792510986,55.29383111000061,48.999067544937134,48.24807620048523,47.88105630874634,48.35612082481384,44.0791449546814,42.47701907157898,36.32958889007568,28.885908365249637,28.58169269561768
DiatomSizeReduction,0.9084967320261438,0.918032786885246,0.9081967213114754,0.8786885245901639,0.960655737704918,0.9475409836065574,0.9639344262295082,0.921311475409836,0.9573770491803278,0.9639344262295082,0.918032786885246,0.9639344262295082,0.8950819672131147,0.9508196721311476,0.960655737704918,0.9016393442622952,0.9016393442622952,0.921311475409836,0.960655737704918,0.9377049180327868,0.9540983606557376,0.8688524590163934,0.918032786885246,0.940983606557377,0.918032786885246,0.9245901639344264,0.921311475409836,0.9639344262295082,0.9442622950819672,0.9573770491803278,55.811060190200806,52.78115916252136,52.63255858421326,52.88388729095459,52.68541765213013,54.41778540611267,55.02715754508972,37.22330284118652,36.94789171218872,37.34254193305969,36.931249380111694,37.56115174293518,37.481221437454224,37.88683557510376,36.543678283691406,36.67229342460632,36.17420673370361,36.55023145675659,37.310057401657104,37.69296050071716,37.85557246208191,36.533305168151855,36.02499032020569,36.46016240119934,36.56122851371765,34.86342406272888,34.463919162750244,34.09827375411987,23.75545883178711,23.596916437149048
DistalPhalanxOutlineAgeGroup,0.7050359712230215,0.7769784172661871,0.8201438848920863,0.7913669064748201,0.762589928057554,0.8129496402877698,0.8057553956834532,0.7841726618705036,0.7769784172661871,0.8345323741007195,0.7985611510791367,0.8273381294964028,0.8489208633093526,0.7985611510791367,0.7985611510791367,0.7913669064748201,0.8201438848920863,0.7985611510791367,0.7985611510791367,0.7985611510791367,0.762589928057554,0.8201438848920863,0.8129496402877698,0.7769784172661871,0.841726618705036,0.8273381294964028,0.8273381294964028,0.8057553956834532,0.7553956834532374,0.762589928057554,31.227299451828003,31.37191343307495,30.62989544868469,30.48727774620056,32.9381160736084,31.999234437942505,35.90418481826782,11.97844123840332,11.819866180419922,12.256696701049805,12.245726585388184,13.670192003250122,13.250059843063354,12.475987434387209,11.445255756378174,11.518889665603638,11.353427410125732,11.699700117111206,11.775582790374756,11.85920262336731,11.861027956008911,10.79686713218689,11.15512752532959,11.096262454986572,11.109347343444824,10.183084964752195,9.929992437362673,8.567525386810303,6.806800842285156,6.39394474029541
DistalPhalanxOutlineCorrect,0.7753623188405797,0.7934782608695652,0.7862318840579711,0.8007246376811594,0.782608695652174,0.6992753623188406,0.7934782608695652,0.8007246376811594,0.8115942028985508,0.8514492753623188,0.8297101449275363,0.7789855072463768,0.7572463768115942,0.7644927536231884,0.8007246376811594,0.8260869565217391,0.7536231884057971,0.7934782608695652,0.7789855072463768,0.8079710144927537,0.782608695652174,0.8079710144927537,0.8079710144927537,0.8152173913043478,0.8333333333333334,0.7644927536231884,0.7898550724637681,0.782608695652174,0.7934782608695652,0.7971014492753623,32.55790162086487,32.9317991733551,32.5293447971344,32.48612189292908,33.231117486953735,35.69694972038269,36.501938343048096,11.400016069412231,11.638779163360596,11.42979121208191,11.931867837905884,11.342713356018066,12.245614528656006,12.361726760864258,11.745423316955566,11.398050546646118,11.345191240310667,11.717008352279665,12.285479545593262,12.278249502182009,12.792048215866089,11.436856031417848,11.775949239730837,11.807863235473633,11.380008220672607,11.330141305923462,9.941774845123293,9.162684440612791,7.151878118515015,6.81786036491394
DistalPhalanxTW,0.5971223021582733,0.7410071942446043,0.7410071942446043,0.7266187050359713,0.6762589928057554,0.7482014388489209,0.7266187050359713,0.7697841726618705,0.6906474820143885,0.7194244604316546,0.7194244604316546,0.7266187050359713,0.7338129496402878,0.7050359712230215,0.7697841726618705,0.7194244604316546,0.7122302158273381,0.7410071942446043,0.7050359712230215,0.7841726618705036,0.7194244604316546,0.7194244604316546,0.6834532374100719,0.6690647482014388,0.7194244604316546,0.7122302158273381,0.7553956834532374,0.7266187050359713,0.7266187050359713,0.762589928057554,33.84844422340393,32.509066343307495,33.59412336349487,32.94032835960388,37.31911635398865,33.88682460784912,37.14584398269653,14.080167055130005,13.858858108520508,13.444027423858644,13.576554536819458,15.42096185684204,14.491458177566528,14.573436737060549,13.846518516540527,13.72182583808899,13.609207391738892,14.907050132751465,14.741089344024658,14.798802614212036,14.704500198364258,13.471247434616089,13.162131309509276,13.481848239898682,13.55864930152893,12.689614057540894,11.508142232894896,11.606285095214844,7.909205913543701,7.906367301940918
Earthquakes,0.7553956834532374,0.7913669064748201,0.7841726618705036,0.7841726618705036,0.7913669064748201,0.7985611510791367,0.7985611510791367,0.7913669064748201,0.8129496402877698,0.7913669064748201,0.7913669064748201,0.7985611510791367,0.7841726618705036,0.7985611510791367,0.7985611510791367,0.7985611510791367,0.7841726618705036,0.8129496402877698,0.7913669064748201,0.7985611510791367,0.7769784172661871,0.7769784172661871,0.7985611510791367,0.762589928057554,0.8057553956834532,0.7985611510791367,0.7913669064748201,0.7985611510791367,0.7985611510791367,0.8057553956834532,108.69576096534728,106.83498549461363,109.12285900115968,106.31055068969728,107.2540295124054,110.42548775672913,114.11562061309814,86.38673210144043,86.36778259277344,86.91962814331055,86.78398990631104,86.13672089576721,90.41694855690002,97.0924940109253,92.41554474830627,92.47137832641602,91.8698344230652,92.93834352493286,93.35223603248596,104.63001418113708,103.66603207588196,92.77241396903992,92.5085105895996,92.43531894683838,92.3751940727234,92.36975407600404,83.81601309776306,79.49497938156128,55.87048411369324,55.80421733856201
ECG200,0.87,0.88,0.9,0.88,0.88,0.86,0.88,0.89,0.86,0.87,0.81,0.9,0.86,0.81,0.82,0.9,0.86,0.87,0.9,0.86,0.78,0.87,0.88,0.87,0.94,0.88,0.8,0.94,0.93,0.87,27.12495470046997,27.136132955551147,26.848371028900143,27.873981714248657,29.136605978012085,26.92511320114136,27.38828182220459,8.456746816635132,8.396737337112427,8.381720304489136,8.743936538696289,8.653109073638916,8.617780923843384,8.771994352340698,7.841322660446167,8.049233675003052,7.904258966445923,7.790211915969849,8.454724311828613,8.708898782730103,9.147993803024292,8.000767230987549,8.11073350906372,8.149612665176392,8.097118139266968,7.450846195220947,7.271533727645874,6.342051982879639,5.441520929336548,5.355319499969482
ECG5000,0.9395555555555556,0.9415555555555556,0.9366666666666666,0.9413333333333334,0.9428888888888888,0.9377777777777778,0.9415555555555556,0.9344444444444444,0.9437777777777778,0.9353333333333332,0.9464444444444444,0.9313333333333332,0.9402222222222222,0.9353333333333332,0.9404444444444444,0.9428888888888888,0.9428888888888888,0.9426666666666668,0.9413333333333334,0.9437777777777778,0.9426666666666668,0.9328888888888888,0.9424444444444444,0.942,0.9397777777777778,0.9422222222222222,0.9411111111111112,0.9373333333333334,0.9466666666666668,0.9373333333333334,105.606871843338,104.68897700309752,105.89607739448547,105.26488614082336,104.13231825828552,104.90175223350523,109.20682215690611,78.51407074928284,77.06854605674744,76.90802073478699,76.0589370727539,77.13644051551819,81.72862720489502,82.04628157615662,84.5130889415741,83.05299305915833,82.97231245040894,83.1508367061615,85.49677801132202,85.96954727172852,86.84783029556274,80.64189338684082,79.8879075050354,79.88451170921326,80.04600977897644,80.08842587471008,78.1428804397583,75.56737494468689,40.46238160133362,39.31043386459351
ECGFiveDays,0.943089430894309,0.9093023255813952,0.9546511627906976,0.927906976744186,0.9662790697674418,0.8441860465116279,0.9151162790697674,0.8627906976744186,0.9116279069767442,0.8662790697674418,0.9430232558139536,0.9104651162790698,0.7069767441860465,0.8790697674418605,0.9302325581395348,0.8965116279069767,0.916279069767442,0.9244186046511628,0.9406976744186046,0.9,0.9069767441860463,0.872093023255814,0.8616279069767442,0.936046511627907,0.9197674418604652,0.916279069767442,0.916279069767442,0.8976744186046511,0.9244186046511628,0.9430232558139536,40.04111623764038,33.9366774559021,33.16214323043823,33.899136781692505,33.79069805145264,34.12335252761841,35.211495876312256,17.86292600631714,17.983965158462524,17.90199089050293,17.805993795394897,18.09193229675293,19.03902268409729,20.46699857711792,18.05797123908997,17.9559485912323,17.831921100616455,17.770981788635254,17.59798836708069,19.52695631980896,19.701801538467407,18.350907802581787,17.767956256866455,17.491865158081055,17.680962800979614,17.319929599761963,15.957212686538696,14.222989559173584,11.760379076004028,11.649104118347168
ElectricDevices,0.6462196861626248,0.7543450064850843,0.75810635538262,0.75810635538262,0.7504539559014267,0.7578469520103761,0.753177691309987,0.7603112840466926,0.749935149156939,0.7492866407263294,0.7590142671854734,0.7582360570687419,0.7601815823605707,0.756420233463035,0.7542153047989624,0.75473411154345,0.751621271076524,0.7539559014267185,0.7415045395590143,0.7525291828793774,0.7562905317769131,0.749935149156939,0.7507133592736706,0.7570687418936446,0.7523994811932555,0.7474708171206226,0.7600518806744487,0.7501945525291829,0.7530479896238651,0.7526588845654993,244.84779691696167,218.67843961715695,215.13711500167847,214.58908128738403,229.492080450058,226.2906966209412,227.0090808868408,206.3745322227478,203.1063780784607,202.7207522392273,206.41103792190552,200.78297972679135,204.02859354019165,214.83300065994263,204.194678068161,199.33101058006287,197.2659859657288,190.9372615814209,204.91701650619507,202.5395994186401,204.8393838405609,191.78111624717712,186.98686838150024,181.10724592208865,186.22059226036072,179.82113814353943,178.22024250030518,166.6278431415558,81.19388747215271,77.50332641601562
FaceAll,0.8775147928994083,0.8863232682060391,0.921847246891652,0.8946121965660154,0.91651865008881,0.9230313795145056,0.9029011249259916,0.920663114268798,0.8922439313203079,0.8981645944345766,0.9123741859088218,0.9135583185316756,0.9248075784487862,0.9212551805802248,0.9224393132030788,0.9253996447602132,0.9141503848431024,0.8898756660746003,0.9040852575488456,0.8898756660746003,0.9384251036116044,0.9029011249259916,0.9029011249259916,0.9005328596802842,0.9141503848431024,0.8975725281231498,0.9289520426287744,0.9046773238602724,0.9064535227945528,0.9088217880402604,56.89514350891113,62.32694888114929,61.69095158576965,64.8876883983612,66.3984022140503,66.04151606559753,68.08523726463318,50.269999265670776,45.93379616737366,46.61456632614136,44.38772892951965,47.471895694732666,47.56734895706177,48.22377252578735,47.19992852210999,45.92070508003235,45.00366950035095,46.166857957839966,46.85875654220581,47.42615914344788,47.04069447517395,45.53184103965759,45.47885656356812,45.97002077102661,46.30719041824341,43.841527462005615,43.85835003852844,42.10962104797363,23.401915311813354,22.84433150291443
FaceFour,0.875,0.9431818181818182,0.9318181818181818,0.8295454545454546,0.8295454545454546,0.8409090909090909,0.9204545454545454,0.9204545454545454,0.8295454545454546,0.9090909090909092,0.9545454545454546,0.8977272727272727,0.8977272727272727,0.8863636363636364,0.8181818181818182,0.9090909090909092,0.9886363636363636,0.8977272727272727,0.8636363636363636,0.9204545454545454,0.875,0.9204545454545454,0.9204545454545454,0.8636363636363636,0.8522727272727273,0.9545454545454546,0.8863636363636364,0.8409090909090909,0.9090909090909092,0.875,43.85499286651611,43.76841926574707,43.673858642578125,43.38806891441345,44.5376398563385,43.97746515274048,44.07132863998413,25.709866285324097,25.41886281967163,25.766430377960205,25.826195240020752,25.910070180892944,25.82973051071167,25.740702629089355,25.678099870681763,25.75230312347412,25.711062908172607,25.870853185653687,25.795417308807373,26.04691505432129,26.171979904174805,25.63605117797852,25.408618927001957,25.60351872444153,25.71997904777527,25.427973747253414,25.550849199295044,25.444559335708615,17.582988500595093,17.506632566452026
FacesUCR,0.8273170731707317,0.8313018039980498,0.8317893710385178,0.8293515358361775,0.8356899073622623,0.8547050219405168,0.8512920526572404,0.841053144807411,0.7542662116040956,0.8088737201365188,0.8595806923451975,0.7693807898586056,0.780107264748903,0.8337396392003901,0.8303266699171136,0.6801560214529497,0.8503169185763042,0.8395904436860068,0.8235007313505607,0.8512920526572404,0.8449536811311555,0.833252072159922,0.8454412481716236,0.8449536811311555,0.8610433934666016,0.825450999512433,0.8444661140906875,0.8469039492930278,0.8161872257435397,0.8366650414431984,64.55722784996033,62.80259990692139,63.18303966522217,63.73236680030823,68.06478452682495,67.8020589351654,67.28140568733215,40.860673666000366,40.39918541908264,40.5161521434784,41.19887709617615,42.406163930892944,43.11463308334351,43.37294793128967,39.86389970779419,40.45477533340454,40.42973208427429,42.27272987365723,41.92527437210083,42.41911101341248,42.8579216003418,42.01852631568909,41.29403734207153,41.00352191925049,43.07610368728638,39.633285999298096,39.07153034210205,38.504048347473145,22.956231832504272,22.520670652389526
FiftyWords,0.7230769230769231,0.6695464362850972,0.6954643628509719,0.714902807775378,0.6457883369330454,0.7170626349892009,0.6544276457883369,0.6609071274298056,0.6565874730021598,0.7019438444924406,0.6090712742980562,0.6760259179265659,0.693304535637149,0.6177105831533477,0.5831533477321814,0.6954643628509719,0.712742980561555,0.6652267818574514,0.7192224622030238,0.7041036717062635,0.6479481641468683,0.7019438444924406,0.6695464362850972,0.6220302375809935,0.6652267818574514,0.7257019438444925,0.6781857451403888,0.7321814254859611,0.6911447084233261,0.6954643628509719,153.39708018302915,170.56253147125244,153.71006655693054,153.07642579078674,170.0101089477539,171.52480006217957,185.0589916706085,131.05030345916748,129.45955729484558,132.92627358436584,130.38118433952332,130.28467774391174,132.7889347076416,135.26539707183838,130.01393795013428,129.92209267616272,127.6138129234314,127.53379201889038,129.14340734481812,130.33891654014587,135.75252676010132,134.50925207138062,135.10422468185425,133.7904407978058,132.33355498313904,130.28647828102112,130.24948382377625,120.8806049823761,66.64293551445007,65.66355419158936
