,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
ArticularyWordRecognition,0.95,0.9633333333333334,0.9566666666666668,0.95,0.96,0.9633333333333334,0.9633333333333334,0.96,0.9366666666666666,0.9433333333333334,0.9566666666666668,0.97,0.95,0.9466666666666668,0.9633333333333334,0.9533333333333334,0.9533333333333334,0.96,0.93,0.9466666666666668,0.9533333333333334,0.9366666666666666,0.9533333333333334,0.9466666666666668,0.9533333333333334,0.9566666666666668,0.9566666666666668,0.9433333333333334,0.9366666666666666,0.9333333333333332
AtrialFibrillation,0.4,0.5333333333333333,0.3333333333333333,0.2666666666666666,0.2,0.4666666666666667,0.2666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2666666666666666,0.0666666666666666,0.2666666666666666,0.3333333333333333,0.2666666666666666,0.4,0.4,0.6,0.2666666666666666,0.2666666666666666,0.3333333333333333,0.2666666666666666,0.4,0.2666666666666666,0.3333333333333333,0.3333333333333333,0.2666666666666666,0.1333333333333333
BasicMotions,0.725,0.9,0.775,0.85,0.8,0.8,0.925,0.7,0.85,0.775,0.75,0.85,0.725,0.775,0.85,0.8,0.825,0.85,0.825,0.9,0.825,0.85,0.8,0.85,0.7,0.85,0.775,0.85,0.85,0.975
Cricket,0.8888888888888888,0.9027777777777778,0.8888888888888888,0.8611111111111112,0.8333333333333334,0.875,0.8472222222222222,0.9166666666666666,0.9166666666666666,0.9027777777777778,0.9166666666666666,0.9305555555555556,0.9305555555555556,0.875,0.8611111111111112,0.9027777777777778,0.9444444444444444,0.8888888888888888,0.9166666666666666,0.8888888888888888,0.9027777777777778,0.875,0.8194444444444444,0.8888888888888888,0.875,0.9027777777777778,0.9166666666666666,0.9027777777777778,0.9305555555555556,0.8888888888888888
DuckDuckGeese,0.2,0.18,0.2,0.18,0.2,0.24,0.2,0.24,0.2,0.18,0.2,0.2,0.22,0.16,0.22,0.22,0.2,0.34,0.24,0.22,0.18,0.2,0.22,0.16,0.24,0.18,0.2,0.14,0.2,0.2
ERing,0.8296296296296296,0.8851851851851852,0.8222222222222222,0.8666666666666667,0.8925925925925926,0.8592592592592593,0.8777777777777778,0.8555555555555555,0.8888888888888888,0.8592592592592593,0.8481481481481481,0.8222222222222222,0.8703703703703703,0.8703703703703703,0.8555555555555555,0.837037037037037,0.8629629629629629,0.8481481481481481,0.8148148148148148,0.8333333333333334,0.8407407407407408,0.8481481481481481,0.8962962962962963,0.8555555555555555,0.9,0.825925925925926,0.8888888888888888,0.8518518518518519,0.8962962962962963,0.7851851851851852
Epilepsy,0.6884057971014492,0.5289855072463768,0.5434782608695652,0.5797101449275363,0.5362318840579711,0.391304347826087,0.7391304347826086,0.4492753623188406,0.4492753623188406,0.6811594202898551,0.5579710144927537,0.5652173913043478,0.4202898550724637,0.5797101449275363,0.6159420289855072,0.6739130434782609,0.5652173913043478,0.6956521739130435,0.4130434782608695,0.5652173913043478,0.6594202898550725,0.5434782608695652,0.6594202898550725,0.6956521739130435,0.5579710144927537,0.5652173913043478,0.5942028985507246,0.5942028985507246,0.5942028985507246,0.644927536231884
EthanolConcentration,0.3003802281368821,0.3726235741444867,0.3878326996197718,0.3269961977186312,0.3193916349809886,0.3041825095057034,0.311787072243346,0.3574144486692015,0.3612167300380228,0.2661596958174905,0.3346007604562737,0.2965779467680608,0.3346007604562737,0.3460076045627376,0.3155893536121673,0.2927756653992395,0.3041825095057034,0.3878326996197718,0.2889733840304182,0.3155893536121673,0.3231939163498099,0.3269961977186312,0.2737642585551331,0.3688212927756654,0.3041825095057034,0.3536121673003802,0.3612167300380228,0.2927756653992395,0.311787072243346,0.3269961977186312
FaceDetection,0.5856980703745743,0.5595913734392736,0.5175936435868331,0.6367763904653803,0.5800227014755959,0.5632803632236095,0.5553348467650397,0.5090805902383655,0.5366061293984109,0.511066969353008,0.5391600454029511,0.5235527809307605,0.5079455164585698,0.5266742338251986,0.6458569807037458,0.5522133938706016,0.5173098751418842,0.5136208853575482,0.6257094211123723,0.5019863791146425,0.6767877412031782,0.5808740068104427,0.6416004540295119,0.6518161180476731,0.6254256526674233,0.5139046538024972,0.5303632236095346,0.5022701475595914,0.507094211123723,0.503405221339387
FingerMovements,0.52,0.53,0.6,0.55,0.49,0.5,0.48,0.49,0.53,0.5,0.5,0.55,0.55,0.52,0.54,0.53,0.52,0.55,0.53,0.43,0.47,0.57,0.48,0.53,0.56,0.53,0.51,0.54,0.49,0.54
