,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
ArticularyWordRecognition,0.98,0.96,0.9766666666666668,0.98,0.9833333333333332,0.9733333333333334,0.9733333333333334,0.9833333333333332,0.98,0.9766666666666668,0.98,0.9766666666666668,0.9866666666666668,0.9766666666666668,0.9933333333333332,0.9766666666666668,0.98,0.9766666666666668,0.9566666666666668,0.9833333333333332,0.9633333333333334,0.9666666666666668,0.9866666666666668,0.9733333333333334,0.9833333333333332,0.98,0.98,0.9833333333333332,0.9766666666666668,0.9733333333333334
AtrialFibrillation,0.4666666666666667,0.2,0.2666666666666666,0.3333333333333333,0.4666666666666667,0.4,0.2666666666666666,0.2666666666666666,0.2,0.2666666666666666,0.4,0.2666666666666666,0.2,0.0666666666666666,0.2666666666666666,0.4666666666666667,0.2666666666666666,0.4,0.2666666666666666,0.2666666666666666,0.1333333333333333,0.2666666666666666,0.3333333333333333,0.4,0.2666666666666666,0.2666666666666666,0.2,0.3333333333333333,0.4666666666666667,0.2666666666666666
BasicMotions,0.95,1.0,0.975,1.0,1.0,0.975,1.0,0.975,1.0,0.95,0.975,0.95,0.95,1.0,0.975,0.975,0.975,1.0,1.0,1.0,0.975,0.975,0.975,1.0,0.95,1.0,1.0,1.0,0.95,1.0
Cricket,1.0,0.9722222222222222,0.9722222222222222,0.9305555555555556,0.9444444444444444,0.9583333333333334,0.9444444444444444,0.9861111111111112,0.9583333333333334,1.0,0.9583333333333334,1.0,1.0,0.9583333333333334,0.9722222222222222,0.9583333333333334,0.9583333333333334,0.9722222222222222,0.9722222222222222,1.0,0.9722222222222222,0.9722222222222222,0.9583333333333334,0.9583333333333334,0.9722222222222222,0.9722222222222222,0.9722222222222222,0.9722222222222222,1.0,0.9722222222222222
DuckDuckGeese,0.44,0.58,0.6,0.62,0.8,0.52,0.68,0.52,0.48,0.62,0.7,0.7,0.7,0.46,0.56,0.52,0.7,0.44,0.62,0.6,0.72,0.84,0.5,0.54,0.62,0.72,0.76,0.68,0.72,0.72
Epilepsy,0.8695652173913043,0.855072463768116,0.8768115942028986,0.8913043478260869,0.8913043478260869,0.8260869565217391,0.8115942028985508,0.8478260869565217,0.8405797101449275,0.8188405797101449,0.8188405797101449,0.7536231884057971,0.8913043478260869,0.8260869565217391,0.8333333333333334,0.8333333333333334,0.8623188405797102,0.8115942028985508,0.927536231884058,0.8405797101449275,0.8478260869565217,0.8405797101449275,0.9202898550724636,0.8333333333333334,0.8985507246376812,0.8985507246376812,0.8115942028985508,0.9057971014492754,0.855072463768116,0.8478260869565217
ERing,0.9481481481481482,0.9518518518518518,0.937037037037037,0.937037037037037,0.937037037037037,0.937037037037037,0.9148148148148147,0.9481481481481482,0.9185185185185184,0.9333333333333332,0.9148148148148147,0.9333333333333332,0.925925925925926,0.9555555555555556,0.9185185185185184,0.9111111111111112,0.937037037037037,0.9074074074074074,0.925925925925926,0.9333333333333332,0.9592592592592591,0.9407407407407408,0.9185185185185184,0.9444444444444444,0.937037037037037,0.9222222222222224,0.9629629629629628,0.9592592592592591,0.9481481481481482,0.9333333333333332
EthanolConcentration,0.247148288973384,0.2927756653992395,0.2547528517110266,0.2851711026615969,0.2357414448669201,0.2851711026615969,0.2623574144486692,0.2623574144486692,0.2851711026615969,0.3079847908745247,0.3041825095057034,0.2585551330798479,0.2889733840304182,0.2927756653992395,0.2699619771863117,0.2585551330798479,0.2737642585551331,0.2737642585551331,0.2661596958174905,0.2623574144486692,0.3041825095057034,0.3231939163498099,0.2661596958174905,0.2737642585551331,0.2737642585551331,0.2775665399239543,0.3041825095057034,0.3041825095057034,0.2813688212927757,0.2015209125475285
FaceDetection,0.5377412031782066,0.5411464245175936,0.5156072644721907,0.5295119182746879,0.5056753688989785,0.5087968217934166,0.5314982973893303,0.5093643586833144,0.5408626560726447,0.5343359818388195,0.5014188422247446,0.5312145289443814,0.5221339387060159,0.5258229284903518,0.5266742338251986,0.5366061293984109,0.547105561861521,0.5087968217934166,0.5229852440408627,0.5368898978433598,0.518161180476731,0.5011350737797957,0.514472190692395,0.5119182746878547,0.5198637911464246,0.547105561861521,0.5559023836549376,0.5201475595913735,0.5465380249716232,0.5
FingerMovements,0.48,0.55,0.52,0.53,0.44,0.5,0.47,0.51,0.56,0.52,0.4,0.61,0.49,0.51,0.51,0.47,0.48,0.56,0.63,0.6,0.46,0.52,0.56,0.5,0.55,0.47,0.51,0.53,0.53,0.51
HandMovementDirection,0.547945205479452,0.4794520547945205,0.5753424657534246,0.5616438356164384,0.5616438356164384,0.5753424657534246,0.6164383561643836,0.5616438356164384,0.547945205479452,0.6438356164383562,0.5616438356164384,0.6027397260273972,0.5205479452054794,0.6027397260273972,0.5616438356164384,0.5205479452054794,0.4657534246575342,0.5205479452054794,0.547945205479452,0.5753424657534246,0.6164383561643836,0.5753424657534246,0.5068493150684932,0.6164383561643836,0.4931506849315068,0.6164383561643836,0.3972602739726027,0.4794520547945205,0.5753424657534246,0.5616438356164384
Handwriting,0.3647058823529411,0.2776470588235294,0.3094117647058823,0.3505882352941176,0.3294117647058823,0.3529411764705882,0.3305882352941176,0.3258823529411764,0.3588235294117647,0.3094117647058823,0.3152941176470588,0.3105882352941176,0.3047058823529411,0.3235294117647059,0.308235294117647,0.3611764705882353,0.3341176470588235,0.3329411764705882,0.3129411764705882,0.3423529411764706,0.2941176470588235,0.3258823529411764,0.3364705882352941,0.3411764705882353,0.3070588235294118,0.3270588235294118,0.328235294117647,0.2976470588235294,0.2858823529411765,0.3823529411764705
Heartbeat,0.6634146341463415,0.7073170731707317,0.7219512195121951,0.6731707317073171,0.5756097560975609,0.6682926829268293,0.6146341463414634,0.6829268292682927,0.697560975609756,0.7073170731707317,0.6292682926829268,0.5560975609756098,0.5024390243902439,0.6926829268292682,0.6048780487804878,0.6878048780487804,0.7268292682926829,0.7073170731707317,0.7317073170731707,0.6878048780487804,0.4829268292682926,0.6146341463414634,0.7317073170731707,0.7073170731707317,0.6536585365853659,0.7365853658536585,0.6682926829268293,0.7268292682926829,0.6731707317073171,0.7170731707317073
Libras,0.8111111111111111,0.7166666666666667,0.7666666666666667,0.6944444444444444,0.7833333333333333,0.8388888888888889,0.8,0.7166666666666667,0.7944444444444444,0.75,0.7888888888888889,0.7777777777777778,0.8222222222222222,0.8111111111111111,0.7055555555555556,0.7888888888888889,0.8055555555555556,0.8222222222222222,0.7666666666666667,0.8333333333333334,0.8111111111111111,0.7944444444444444,0.8277777777777777,0.8222222222222222,0.7555555555555555,0.8166666666666667,0.8111111111111111,0.8,0.7111111111111111,0.7555555555555555
LSST,0.5066882853668423,0.4989866234292663,0.5326307255776247,0.5435751925415484,0.472233481961897,0.5427644912849615,0.503850830968788,0.5439805431698419,0.5520875557357114,0.5160113498175922,0.4835832995541143,0.5443858937981354,0.5314146736927442,0.534657478719092,0.5468179975678963,0.5099310903931901,0.5184434535873531,0.5374949331171464,0.5058775841102554,0.440616132955006,0.5443858937981354,0.4669639237940818,0.487636805837049,0.5318200243210377,0.4933117146331577,0.4211593027969193,0.4941224158897446,0.512363194162951,0.4580462099716254,0.503040129712201
MotorImagery,0.43,0.52,0.5,0.49,0.51,0.58,0.53,0.55,0.51,0.55,0.5,0.55,0.51,0.58,0.53,0.49,0.52,0.46,0.54,0.42,0.5,0.54,0.57,0.51,0.56,0.46,0.46,0.45,0.46,0.51
NATOPS,0.7944444444444444,0.8277777777777777,0.8277777777777777,0.7777777777777778,0.8111111111111111,0.8611111111111112,0.8333333333333334,0.8222222222222222,0.8388888888888889,0.8333333333333334,0.7888888888888889,0.8277777777777777,0.8222222222222222,0.8388888888888889,0.7944444444444444,0.8111111111111111,0.8111111111111111,0.8611111111111112,0.8,0.8277777777777777,0.8222222222222222,0.85,0.8444444444444444,0.85,0.8555555555555555,0.8166666666666667,0.8166666666666667,0.7666666666666667,0.8444444444444444,0.8111111111111111
PEMS-SF,0.7167630057803468,0.8959537572254336,0.7572254335260116,0.7803468208092486,0.7803468208092486,0.7630057803468208,0.7976878612716763,0.8034682080924855,0.7456647398843931,0.7687861271676301,0.8208092485549133,0.7745664739884393,0.7456647398843931,0.7976878612716763,0.7861271676300579,0.791907514450867,0.8092485549132948,0.7225433526011561,0.7803468208092486,0.7803468208092486,0.7976878612716763,0.7745664739884393,0.7687861271676301,0.8092485549132948,0.8034682080924855,0.8265895953757225,0.7456647398843931,0.7456647398843931,0.7976878612716763,0.8034682080924855
PenDigits,0.8962560731637611,0.8742497856530437,0.874821377536439,0.8811088882537867,0.8676764789939982,0.8942555015718777,0.8753929694198342,0.8776793369534153,0.8856816233209488,0.8851100314375536,0.8642469276936268,0.8853958273792513,0.8842526436124607,0.8796799085452986,0.879394112603601,0.8928265218633895,0.8842526436124607,0.882537867962275,0.8728208059445556,0.8862532152043441,0.8836810517290654,0.8908259502715061,0.8836810517290654,0.8868248070877394,0.8885395827379251,0.8962560731637611,0.887110603029437,0.8765361531866247,0.8653901114604172,0.8685338668190912
