,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
ArticularyWordRecognition,0.98,0.96,0.9766666666666668,0.98,0.9833333333333332,0.9733333333333334,0.9733333333333334,0.9833333333333332,0.98,0.9766666666666668,0.98,0.9766666666666668,0.9866666666666668,0.9766666666666668,0.9933333333333332,0.9766666666666668,0.98,0.9766666666666668,0.9566666666666668,0.9833333333333332,0.9633333333333334,0.9666666666666668,0.9866666666666668,0.9733333333333334,0.9833333333333332,0.98,0.98,0.9833333333333332,0.9766666666666668,0.9733333333333334
AtrialFibrillation,0.5333333333333333,0.2,0.2666666666666666,0.4,0.4666666666666667,0.4,0.2666666666666666,0.2,0.2666666666666666,0.2,0.4,0.2666666666666666,0.2,0.0666666666666666,0.2666666666666666,0.4666666666666667,0.2666666666666666,0.3333333333333333,0.2666666666666666,0.2666666666666666,0.2,0.2666666666666666,0.4,0.4,0.2666666666666666,0.2666666666666666,0.2666666666666666,0.2666666666666666,0.4,0.2666666666666666
BasicMotions,0.95,1.0,0.975,1.0,1.0,0.975,1.0,0.975,1.0,0.95,0.975,0.95,0.95,1.0,0.975,0.975,0.975,1.0,1.0,1.0,0.975,0.975,0.975,1.0,0.95,1.0,1.0,1.0,0.95,1.0
Cricket,1.0,0.9722222222222222,0.9722222222222222,0.9305555555555556,0.9444444444444444,0.9583333333333334,0.9305555555555556,0.9861111111111112,0.9583333333333334,1.0,0.9583333333333334,1.0,1.0,0.9583333333333334,0.9722222222222222,0.9583333333333334,0.9583333333333334,0.9722222222222222,0.9861111111111112,0.9861111111111112,0.9722222222222222,0.9722222222222222,0.9583333333333334,0.9583333333333334,0.9722222222222222,0.9722222222222222,0.9722222222222222,0.9722222222222222,1.0,0.9722222222222222
DuckDuckGeese,0.38,0.52,0.56,0.62,0.8,0.52,0.62,0.54,0.46,0.6,0.68,0.66,0.7,0.44,0.56,0.48,0.68,0.4,0.62,0.56,0.62,0.82,0.4,0.44,0.62,0.72,0.72,0.66,0.72,0.76
Epilepsy,0.8768115942028986,0.855072463768116,0.8768115942028986,0.8913043478260869,0.8913043478260869,0.8260869565217391,0.8115942028985508,0.8478260869565217,0.8405797101449275,0.8188405797101449,0.8115942028985508,0.7536231884057971,0.8913043478260869,0.8260869565217391,0.8260869565217391,0.8333333333333334,0.8623188405797102,0.8115942028985508,0.927536231884058,0.8405797101449275,0.8478260869565217,0.8333333333333334,0.9130434782608696,0.8405797101449275,0.8985507246376812,0.8913043478260869,0.8115942028985508,0.9057971014492754,0.8478260869565217,0.8333333333333334
ERing,0.9444444444444444,0.9555555555555556,0.937037037037037,0.937037037037037,0.9444444444444444,0.9333333333333332,0.9148148148148147,0.9481481481481482,0.9185185185185184,0.937037037037037,0.9148148148148147,0.9333333333333332,0.925925925925926,0.9592592592592591,0.9222222222222224,0.9111111111111112,0.937037037037037,0.9074074074074074,0.925925925925926,0.9333333333333332,0.9592592592592591,0.9333333333333332,0.925925925925926,0.9444444444444444,0.9407407407407408,0.9222222222222224,0.9592592592592591,0.9555555555555556,0.9444444444444444,0.937037037037037
EthanolConcentration,0.2509505703422053,0.3003802281368821,0.2547528517110266,0.2737642585551331,0.2395437262357414,0.2775665399239543,0.2661596958174905,0.2623574144486692,0.2775665399239543,0.3079847908745247,0.2965779467680608,0.2547528517110266,0.2813688212927757,0.3003802281368821,0.2737642585551331,0.2661596958174905,0.2737642585551331,0.2737642585551331,0.2699619771863117,0.2661596958174905,0.2965779467680608,0.3231939163498099,0.2661596958174905,0.2813688212927757,0.2699619771863117,0.2775665399239543,0.2965779467680608,0.3041825095057034,0.2813688212927757,0.2015209125475285
FaceDetection,0.5383087400681045,0.5422814982973894,0.5136208853575482,0.5297956867196367,0.5059591373439274,0.5059591373439274,0.5323496027241771,0.5082292849035187,0.5388762769580022,0.5317820658342792,0.5022701475595914,0.5320658342792282,0.5232690124858116,0.525255391600454,0.525255391600454,0.5354710556186152,0.543416572077185,0.5096481271282634,0.5224177071509648,0.5343359818388195,0.518161180476731,0.5005675368898979,0.514472190692395,0.5093643586833144,0.5195800227014756,0.54738933030647,0.5524971623155505,0.5207150964812712,0.5456867196367764,0.5
FingerMovements,0.49,0.56,0.53,0.55,0.45,0.5,0.5,0.51,0.56,0.53,0.41,0.62,0.49,0.51,0.51,0.47,0.49,0.56,0.61,0.6,0.44,0.51,0.56,0.5,0.55,0.47,0.51,0.53,0.55,0.51
HandMovementDirection,0.5205479452054794,0.4794520547945205,0.589041095890411,0.547945205479452,0.547945205479452,0.547945205479452,0.6027397260273972,0.5616438356164384,0.5068493150684932,0.6164383561643836,0.5616438356164384,0.5616438356164384,0.5205479452054794,0.5753424657534246,0.5616438356164384,0.5068493150684932,0.4520547945205479,0.5205479452054794,0.5205479452054794,0.5205479452054794,0.6164383561643836,0.5753424657534246,0.4931506849315068,0.6164383561643836,0.4931506849315068,0.6027397260273972,0.410958904109589,0.4794520547945205,0.589041095890411,0.5616438356164384
